Order ID,Order Date,CustomerName,State,City,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-25988,31 January 2018,Nirja,Delhi,Delhi,79,-124,9,Clothing,Skirt,COD
B-25676,01 June 2018,Chandni,Rajasthan,Jaipur,79,36,4,Clothing,Shirt,COD
B-25830,26 October 2018,Aastha,Himachal Pradesh,Simla,71,0,8,Clothing,Skirt,COD
B-25886,28 November 2018,Brijesh,Rajasthan,Udaipur,63,1,4,Clothing,T-shirt,COD
B-25954,14 January 2018,Trupti,Gujarat,Ahmedabad,891,0,5,Clothing,Saree,COD
B-25861,15 November 2018,Aayush,Uttar Pradesh,Lucknow,62,6,5,Clothing,Hankerchief,COD
B-25996,04 February 2018,Prashant,Delhi,Delhi,62,6,6,Clothing,Skirt,COD
B-25798,01 October 2018,Shishu,Andhra Pradesh,Hyderabad,61,-50,4,Clothing,Hankerchief,COD
B-25781,14 September 2018,Rutuja,Gujarat,Ahmedabad,60,-49,8,Clothing,Hankerchief,COD
B-25867,17 November 2018,Ankit,Sikkim,Gangtok,163,26,4,Clothing,Shirt,COD
B-25821,16 October 2018,Ajay,West Bengal,Kolkata,60,21,4,Clothing,Stole,COD
B-25706,01 July 2018,Swetlana,Goa,Goa,31,-11,4,Clothing,Stole,COD
B-25652,08 May 2018,Tushina,Goa,Goa,24,-21,7,Clothing,Skirt,COD
B-26091,27 March 2018,Manju,Andhra Pradesh,Hyderabad,59,10,4,Clothing,Leggings,COD
B-25930,03 January 2018,Monica,Punjab,Chandigarh,58,17,2,Clothing,Hankerchief,COD
B-26008,09 February 2018,Kalyani,Tamil Nadu,Chennai,57,24,5,Clothing,Leggings,COD
B-25999,05 February 2018,Diwakar,Delhi,Delhi,26,-17,1,Clothing,Stole,COD
B-25851,06 November 2018,Kushal,Nagaland,Kohima,57,27,2,Clothing,T-shirt,COD
B-26074,21 March 2018,Bharat,Gujarat,Ahmedabad,57,21,4,Clothing,Leggings,COD
B-25743,07 August 2018,Aman,Nagaland,Kohima,56,0,4,Clothing,Hankerchief,COD
B-25940,06 January 2018,Vivek,Goa,Goa,55,4,2,Clothing,Stole,COD
B-25947,13 January 2018,Chetan,Gujarat,Ahmedabad,290,35,6,Clothing,Hankerchief,COD
B-26069,17 March 2018,Sanskriti,West Bengal,Kolkata,55,18,2,Clothing,Kurti,COD
B-26027,20 February 2018,Sagar,Nagaland,Kohima,54,8,4,Clothing,T-shirt,COD
B-26080,22 March 2018,Sonakshi,Jammu and Kashmir,Kashmir,109,35,6,Clothing,T-shirt,COD
B-26002,08 February 2018,Harsh,Delhi,Delhi,141,7,7,Clothing,Saree,COD
B-26070,18 March 2018,Shruti,Karnataka,Bangalore,54,12,4,Clothing,Shirt,COD
B-25623,22 April 2018,Atharv,West Bengal,Kolkata,53,1,4,Clothing,Stole,COD
B-25922,26 December 2018,Akshata,Gujarat,Surat,52,18,2,Clothing,Stole,COD
B-25866,16 November 2018,Komal,Himachal Pradesh,Simla,51,14,2,Clothing,Stole,COD
B-26062,15 March 2018,Tushina,Goa,Goa,50,-17,2,Clothing,Stole,COD
B-25775,08 September 2018,Duhita,Haryana,Chandigarh,50,-17,2,Clothing,Stole,COD
B-25954,14 January 2018,Trupti,Gujarat,Ahmedabad,48,11,2,Clothing,Shirt,COD
B-26050,06 March 2018,Paridhi,Rajasthan,Jaipur,284,44,6,Clothing,Hankerchief,COD
B-25722,17 July 2018,Inderpreet,Himachal Pradesh,Simla,48,-8,8,Clothing,Stole,COD
B-25996,04 February 2018,Prashant,Delhi,Delhi,47,1,2,Clothing,Stole,COD
B-25798,01 October 2018,Shishu,Andhra Pradesh,Hyderabad,47,-3,2,Clothing,Stole,COD
B-25940,06 January 2018,Vivek,Goa,Goa,46,0,4,Clothing,Leggings,COD
B-25628,24 April 2018,Pooja,Bihar,Patna,45,13,4,Clothing,Skirt,COD
B-25785,15 September 2018,Ayush,West Bengal,Kolkata,45,0,2,Clothing,T-shirt,COD
B-25852,07 November 2018,Soumyabrata,Andhra Pradesh,Hyderabad,45,12,4,Clothing,Hankerchief,COD
B-26000,06 February 2018,Shubham,Delhi,Delhi,43,-10,4,Clothing,Skirt,COD
B-25630,24 April 2018,Sahil,Punjab,Chandigarh,114,-39,5,Clothing,Kurti,COD
B-25899,08 December 2018,Aishwarya,Uttar Pradesh,Prayagraj,43,17,1,Clothing,Saree,COD
B-26081,22 March 2018,Aarushi,Tamil Nadu,Chennai,637,50,5,Clothing,Saree,COD
B-25999,05 February 2018,Diwakar,Delhi,Delhi,222,74,5,Clothing,Hankerchief,COD
B-25616,15 April 2018,Kanak,Goa,Goa,42,12,5,Clothing,Hankerchief,COD
B-25630,24 April 2018,Sahil,Punjab,Chandigarh,42,-26,2,Clothing,Kurti,COD
B-25830,26 October 2018,Aastha,Himachal Pradesh,Simla,41,11,6,Clothing,Hankerchief,COD
B-26087,26 March 2018,Vandana,Himachal Pradesh,Simla,40,10,2,Clothing,Stole,COD
B-26085,26 March 2018,Shrichand,Punjab,Chandigarh,40,17,2,Clothing,Stole,COD
B-25973,24 January 2018,Madan Mohan,Uttar Pradesh,Mathura,39,14,5,Clothing,Leggings,COD
B-26050,06 March 2018,Paridhi,Rajasthan,Jaipur,38,9,2,Clothing,Stole,COD
B-25898,07 December 2018,Abhishek,Rajasthan,Udaipur,499,33,4,Clothing,Saree,COD
B-25893,04 December 2018,Vrinda,Uttar Pradesh,Mathura,223,62,7,Clothing,Shirt,COD
B-25753,17 August 2018,Shivam,Uttar Pradesh,Lucknow,62,-56,5,Clothing,Kurti,COD
B-25699,24 June 2018,Kritika,Uttar Pradesh,Lucknow,34,-13,5,Clothing,Leggings,COD
B-25753,17 August 2018,Shivam,Uttar Pradesh,Lucknow,77,-43,8,Clothing,Stole,COD
B-25961,18 January 2018,Surbhi,Gujarat,Ahmedabad,34,-12,5,Clothing,Leggings,COD
B-26015,14 February 2018,Kasheen,West Bengal,Kolkata,128,55,1,Clothing,Saree,COD
B-25822,18 October 2018,Tejas,Karnataka,Bangalore,34,13,2,Clothing,Saree,COD
B-25910,14 December 2018,Jay,Delhi,Delhi,33,1,2,Clothing,Shirt,COD
B-26056,10 March 2018,Sonal,Bihar,Patna,33,9,2,Clothing,Hankerchief,COD
B-25889,03 December 2018,Abhishek,Gujarat,Surat,31,10,1,Clothing,Kurti,COD
B-25900,09 December 2018,Anand,Punjab,Amritsar,140,68,5,Clothing,T-shirt,COD
B-25798,01 October 2018,Shishu,Andhra Pradesh,Hyderabad,379,63,2,Clothing,Saree,COD
B-26056,10 March 2018,Sonal,Bihar,Patna,31,9,2,Clothing,Hankerchief,COD
B-25781,14 September 2018,Rutuja,Gujarat,Ahmedabad,30,-25,2,Clothing,T-shirt,COD
B-26038,24 February 2018,Pooja,Bihar,Patna,30,6,1,Clothing,T-shirt,COD
B-25789,22 September 2018,Akshay,Uttar Pradesh,Lucknow,30,0,1,Clothing,Kurti,COD
B-26010,11 February 2018,Kartikay,Bihar,Patna,29,3,2,Clothing,Stole,COD
B-25619,18 April 2018,Ramesh,Gujarat,Ahmedabad,353,90,8,Clothing,Saree,COD
B-26058,11 March 2018,Aditya,Punjab,Chandigarh,212,97,7,Clothing,Hankerchief,COD
B-25919,23 December 2018,Neha,Rajasthan,Udaipur,28,4,1,Clothing,T-shirt,COD
B-25899,08 December 2018,Aishwarya,Uttar Pradesh,Prayagraj,28,6,4,Clothing,Skirt,COD
B-25753,17 August 2018,Shivam,Uttar Pradesh,Lucknow,27,-20,2,Clothing,Hankerchief,COD
B-25698,23 June 2018,Amisha,Tamil Nadu,Chennai,27,-6,4,Clothing,Hankerchief,COD
B-25649,05 May 2018,Rachna,Haryana,Chandigarh,27,-25,2,Clothing,Stole,COD
B-25881,25 November 2018,Lalita,Uttar Pradesh,Mathura,26,9,2,Clothing,Leggings,COD
B-25943,09 January 2018,Shardul,Gujarat,Ahmedabad,26,7,4,Clothing,Hankerchief,COD
B-26052,08 March 2018,Ajay,Karnataka,Bangalore,25,7,2,Clothing,Stole,COD
B-25753,17 August 2018,Shivam,Uttar Pradesh,Lucknow,107,31,5,Clothing,T-shirt,COD
B-26008,09 February 2018,Kalyani,Tamil Nadu,Chennai,22,4,1,Clothing,Stole,COD
B-25781,14 September 2018,Rutuja,Gujarat,Ahmedabad,767,-353,5,Clothing,Trousers,COD
B-26059,12 March 2018,Rachna,Haryana,Chandigarh,20,6,1,Clothing,T-shirt,COD
B-26056,10 March 2018,Sonal,Bihar,Patna,19,-18,4,Clothing,Kurti,COD
B-26078,22 March 2018,Kasheen,West Bengal,Kolkata,17,8,2,Clothing,Skirt,COD
B-25848,03 November 2018,Rohan,Himachal Pradesh,Simla,16,8,2,Clothing,Hankerchief,COD
B-25807,07 October 2018,Vipul,Uttar Pradesh,Lucknow,16,6,1,Clothing,Stole,COD
B-26052,08 March 2018,Ajay,Karnataka,Bangalore,15,1,1,Clothing,Shirt,COD
B-25828,24 October 2018,Nikita,Punjab,Chandigarh,15,2,1,Clothing,Leggings,COD
B-25670,25 May 2018,Charika,Goa,Goa,14,2,1,Clothing,Hankerchief,COD
B-26001,07 February 2018,Patil,Delhi,Delhi,13,0,2,Clothing,Hankerchief,COD
B-26062,15 March 2018,Tushina,Goa,Goa,13,-2,1,Clothing,Stole,COD
B-25982,29 January 2018,Hemangi,Delhi,Delhi,13,3,1,Clothing,Leggings,COD
B-25851,06 November 2018,Kushal,Nagaland,Kohima,10,2,2,Clothing,Hankerchief,COD
B-25883,27 November 2018,Saptadeep,Gujarat,Surat,10,-2,2,Clothing,Leggings,COD
B-25989,01 February 2018,Anjali,Delhi,Delhi,10,5,1,Clothing,Stole,COD
B-25652,08 May 2018,Tushina,Goa,Goa,9,-6,2,Clothing,Hankerchief,COD
B-25767,31 August 2018,Ashmeet,West Bengal,Kolkata,9,-9,2,Clothing,Kurti,COD
B-25748,12 August 2018,Nitant,Rajasthan,Jaipur,8,-1,2,Clothing,Leggings,COD
B-25758,22 August 2018,Shubham,Himachal Pradesh,Simla,8,-2,1,Clothing,Stole,COD
B-25698,23 June 2018,Amisha,Tamil Nadu,Chennai,7,-2,1,Clothing,Hankerchief,COD
B-25881,25 November 2018,Lalita,Uttar Pradesh,Mathura,37,3,3,Clothing,Hankerchief,COD
B-25735,30 July 2018,Arindam,Uttar Pradesh,Lucknow,12,-2,3,Clothing,Hankerchief,COD
B-25850,05 November 2018,Abhishek,Goa,Goa,148,24,3,Clothing,Stole,COD
B-25860,15 November 2018,Akshay,Tamil Nadu,Chennai,112,24,3,Clothing,Kurti,COD
B-26098,29 March 2018,Pinky,Jammu and Kashmir,Kashmir,409,86,3,Clothing,Saree,COD
B-26062,15 March 2018,Tushina,Goa,Goa,44,-40,3,Clothing,Stole,COD
B-25787,20 September 2018,Asish,Jammu and Kashmir,Kashmir,40,-12,3,Clothing,Shirt,COD
B-25951,13 January 2018,Jesal,West Bengal,Kolkata,250,100,3,Clothing,Trousers,COD
B-26057,10 March 2018,Sharda,Kerala,Thiruvananthapuram,224,87,3,Clothing,Trousers,COD
B-25893,04 December 2018,Vrinda,Uttar Pradesh,Mathura,61,11,3,Clothing,Kurti,COD
B-25785,15 September 2018,Ayush,West Bengal,Kolkata,595,292,3,Clothing,Saree,COD
B-25785,15 September 2018,Ayush,West Bengal,Kolkata,192,-146,3,Clothing,Saree,COD
B-25785,15 September 2018,Ayush,West Bengal,Kolkata,268,-25,3,Clothing,Saree,COD
B-26053,09 March 2018,Kirti,Jammu and Kashmir,Kashmir,27,6,3,Clothing,Skirt,COD
B-25791,24 September 2018,Avish,Kerala,Thiruvananthapuram,175,77,3,Clothing,Saree,COD
B-25828,24 October 2018,Nikita,Punjab,Chandigarh,537,107,3,Clothing,Saree,COD
B-26010,11 February 2018,Kartikay,Bihar,Patna,55,3,3,Clothing,T-shirt,COD
B-25980,27 January 2018,Shweta,Rajasthan,Udaipur,22,11,3,Clothing,Kurti,COD
B-26096,28 March 2018,Atharv,West Bengal,Kolkata,264,-26,3,Clothing,Trousers,COD
B-25961,18 January 2018,Surbhi,Gujarat,Ahmedabad,48,16,3,Clothing,Shirt,COD
B-25977,27 January 2018,Aayushi,Gujarat,Surat,74,29,3,Clothing,Stole,COD
B-25660,16 May 2018,Shruti,Karnataka,Bangalore,245,-78,3,Clothing,Saree,COD
B-25652,08 May 2018,Tushina,Goa,Goa,206,-206,3,Clothing,Saree,COD
B-26083,24 March 2018,Yogesh,Bihar,Patna,43,8,3,Clothing,Leggings,COD
B-26053,09 March 2018,Kirti,Jammu and Kashmir,Kashmir,162,55,3,Clothing,Stole,COD
B-26002,08 February 2018,Harsh,Delhi,Delhi,71,19,3,Clothing,T-shirt,COD
B-25809,09 October 2018,Suman,Kerala,Thiruvananthapuram,154,54,3,Clothing,Hankerchief,COD
B-25771,02 September 2018,Vaibhavi,Uttar Pradesh,Lucknow,148,59,3,Clothing,Hankerchief,COD
B-26004,08 February 2018,Nandita,Rajasthan,Jaipur,147,44,3,Clothing,Saree,COD
B-26085,26 March 2018,Shrichand,Punjab,Chandigarh,132,-10,3,Clothing,Saree,COD
B-25853,08 November 2018,Gaurav,Gujarat,Ahmedabad,128,4,3,Clothing,Saree,COD
B-25717,12 July 2018,Manshul,Uttar Pradesh,Lucknow,90,17,3,Clothing,Shirt,COD
B-25697,22 June 2018,Vijay,Jammu and Kashmir,Kashmir,115,-39,3,Clothing,Trousers,COD
B-26089,26 March 2018,Kanak,Goa,Goa,139,14,3,Clothing,Kurti,COD
B-25696,21 June 2018,Noopur,Karnataka,Bangalore,168,-9,3,Clothing,Saree,COD
B-25678,03 June 2018,Bathina,Karnataka,Bangalore,64,-7,3,Clothing,Saree,COD
B-25886,28 November 2018,Brijesh,Rajasthan,Udaipur,107,37,3,Clothing,Shirt,COD
B-25981,28 January 2018,Amruta,Delhi,Delhi,48,2,3,Clothing,Stole,COD
B-26005,08 February 2018,Parnavi,West Bengal,Kolkata,87,10,3,Clothing,Stole,COD
B-25869,19 November 2018,Parakh,Nagaland,Kohima,86,9,3,Clothing,Saree,COD
B-25906,11 December 2018,Abhijit,Delhi,Delhi,78,27,3,Clothing,Stole,COD
B-25670,25 May 2018,Charika,Goa,Goa,74,29,3,Clothing,Stole,COD
B-25697,22 June 2018,Vijay,Jammu and Kashmir,Kashmir,67,-42,3,Clothing,Stole,COD
B-25851,06 November 2018,Kushal,Nagaland,Kohima,62,1,3,Clothing,Saree,COD
B-25938,05 January 2018,Shikhar,Himachal Pradesh,Simla,59,25,3,Clothing,Stole,COD
B-25861,15 November 2018,Aayush,Uttar Pradesh,Lucknow,128,4,3,Clothing,Saree,COD
B-25935,04 January 2018,Sudhir,Nagaland,Kohima,150,32,3,Clothing,Hankerchief,COD
B-25898,07 December 2018,Abhishek,Rajasthan,Udaipur,53,5,3,Clothing,T-shirt,COD
B-26087,26 March 2018,Vandana,Himachal Pradesh,Simla,46,13,3,Clothing,Hankerchief,COD
B-25810,10 October 2018,Nripraj,Punjab,Chandigarh,45,6,3,Clothing,Shirt,COD
B-25953,14 January 2018,Krutika,Andhra Pradesh,Hyderabad,44,2,3,Clothing,Hankerchief,COD
B-25954,14 January 2018,Trupti,Gujarat,Ahmedabad,44,10,3,Clothing,Stole,COD
B-25981,28 January 2018,Amruta,Delhi,Delhi,42,13,3,Clothing,Leggings,COD
B-25930,03 January 2018,Monica,Punjab,Chandigarh,40,13,3,Clothing,T-shirt,COD
B-25630,24 April 2018,Sahil,Punjab,Chandigarh,40,-7,3,Clothing,Stole,COD
B-25961,18 January 2018,Surbhi,Gujarat,Ahmedabad,34,-10,3,Clothing,Skirt,COD
B-26083,24 March 2018,Yogesh,Bihar,Patna,34,3,3,Clothing,Saree,COD
B-26078,22 March 2018,Kasheen,West Bengal,Kolkata,137,63,3,Clothing,Stole,COD
B-25676,01 June 2018,Chandni,Rajasthan,Jaipur,32,6,3,Clothing,Shirt,COD
B-25975,25 January 2018,Priyanka,Uttar Pradesh,Prayagraj,29,2,3,Clothing,Skirt,COD
B-25767,31 August 2018,Ashmeet,West Bengal,Kolkata,29,-3,3,Clothing,Saree,COD
B-26044,02 March 2018,Sanjay,Goa,Goa,28,-10,3,Clothing,Skirt,COD
B-25624,22 April 2018,Vini,Karnataka,Bangalore,26,12,3,Clothing,Hankerchief,COD
B-25616,15 April 2018,Kanak,Goa,Goa,22,-2,3,Clothing,Hankerchief,COD
B-26010,11 February 2018,Kartikay,Bihar,Patna,18,2,3,Clothing,Hankerchief,COD
B-25629,24 April 2018,Hemant,Kerala,Thiruvananthapuram,1560,421,3,Clothing,Trousers,COD
B-25681,04 June 2018,Bhawna,Madhya Pradesh,Indore,243,-14,2,Furniture,Chairs,COD
B-25798,01 October 2018,Shishu,Andhra Pradesh,Hyderabad,448,148,2,Electronics,Printers,COD
B-25858,13 November 2018,Uudhav,Maharashtra,Mumbai,223,27,2,Furniture,Bookcases,COD
B-25950,13 January 2018,Shruti,Madhya Pradesh,Indore,644,167,2,Electronics,Printers,COD
B-25900,09 December 2018,Anand,Punjab,Amritsar,210,62,2,Electronics,Phones,COD
B-26028,20 February 2018,Manju,Andhra Pradesh,Hyderabad,1272,547,2,Electronics,Phones,COD
B-25676,01 June 2018,Chandni,Rajasthan,Jaipur,674,-187,2,Furniture,Tables,COD
B-25898,07 December 2018,Abhishek,Rajasthan,Udaipur,857,-274,2,Furniture,Tables,COD
B-25898,07 December 2018,Abhishek,Rajasthan,Udaipur,171,2,2,Electronics,Electronic Games,COD
B-26100,31 March 2018,Hitika,Madhya Pradesh,Indore,828,230,2,Furniture,Chairs,COD
B-25903,10 December 2018,Amlan,Madhya Pradesh,Indore,336,57,2,Electronics,Phones,COD
B-25970,22 January 2018,Rhea,Maharashtra,Mumbai,742,198,2,Furniture,Bookcases,COD
B-25750,14 August 2018,Priyanshu,Madhya Pradesh,Indore,212,-24,2,Furniture,Chairs,COD
B-25885,28 November 2018,Shatayu,Madhya Pradesh,Indore,734,248,2,Furniture,Chairs,COD
B-25847,03 November 2018,Aniket,Haryana,Chandigarh,643,225,2,Electronics,Printers,COD
B-26053,09 March 2018,Kirti,Jammu and Kashmir,Kashmir,246,61,2,Furniture,Bookcases,COD
B-25996,04 February 2018,Prashant,Delhi,Delhi,333,50,2,Electronics,Phones,COD
B-26078,22 March 2018,Kasheen,West Bengal,Kolkata,557,-111,2,Electronics,Electronic Games,COD
B-25962,19 January 2018,Tejeswini,Maharashtra,Pune,260,68,2,Electronics,Printers,COD
B-25895,04 December 2018,Sathya,Gujarat,Surat,388,93,2,Furniture,Bookcases,COD
B-25770,02 September 2018,Sakshi,Madhya Pradesh,Indore,299,113,2,Furniture,Bookcases,COD
B-26007,09 February 2018,Shubham,Jammu and Kashmir,Kashmir,311,72,2,Furniture,Bookcases,COD
B-25840,31 October 2018,Sneha,Karnataka,Bangalore,298,74,2,Furniture,Bookcases,COD
B-26030,21 February 2018,Sarita,Maharashtra,Pune,291,93,2,Electronics,Printers,COD
B-26009,10 February 2018,Komal,Uttar Pradesh,Lucknow,285,128,2,Electronics,Printers,COD
B-25612,12 April 2018,Shrichand,Punjab,Chandigarh,259,-55,2,Furniture,Chairs,COD
B-25971,22 January 2018,Mitali,Madhya Pradesh,Indore,244,83,2,Furniture,Bookcases,COD
B-25799,01 October 2018,Divyansh,Gujarat,Ahmedabad,45,-15,2,Furniture,Chairs,COD
B-25724,19 July 2018,Sheetal,Madhya Pradesh,Indore,168,-51,2,Furniture,Bookcases,COD
B-25748,12 August 2018,Nitant,Rajasthan,Jaipur,47,-21,2,Electronics,Electronic Games,COD
B-26004,08 February 2018,Nandita,Rajasthan,Jaipur,162,73,2,Electronics,Electronic Games,COD
B-25751,14 August 2018,Nishant,Maharashtra,Mumbai,221,-15,2,Electronics,Electronic Games,COD
B-25721,16 July 2018,Anchal,Haryana,Chandigarh,149,-40,2,Electronics,Phones,COD
B-25755,19 August 2018,Shourya,Kerala,Thiruvananthapuram,134,-34,2,Furniture,Chairs,COD
B-25684,09 June 2018,Samiksha,Maharashtra,Mumbai,134,42,2,Furniture,Chairs,COD
B-25739,03 August 2018,Daksh,Haryana,Chandigarh,133,-56,2,Furniture,Chairs,COD
B-25972,23 January 2018,Jesslyn,Rajasthan,Udaipur,115,47,2,Electronics,Accessories,COD
B-25823,18 October 2018,Rohan,Maharashtra,Mumbai,104,2,2,Furniture,Furnishings,COD
B-25904,10 December 2018,Swapnil,Delhi,Delhi,83,12,2,Furniture,Chairs,COD
B-25757,21 August 2018,Vishakha,Madhya Pradesh,Indore,98,9,2,Furniture,Furnishings,COD
B-25805,05 October 2018,Ankit,Maharashtra,Mumbai,112,15,2,Furniture,Chairs,COD
B-25830,26 October 2018,Aastha,Himachal Pradesh,Simla,93,15,2,Electronics,Accessories,COD
B-25938,05 January 2018,Shikhar,Himachal Pradesh,Simla,61,1,2,Furniture,Furnishings,COD
B-25631,24 April 2018,Ritu,Haryana,Chandigarh,89,-89,2,Furniture,Furnishings,COD
B-25921,25 December 2018,Sandra,Punjab,Amritsar,84,-42,2,Electronics,Accessories,COD
B-25939,05 January 2018,Vineet,Sikkim,Gangtok,61,18,2,Electronics,Accessories,COD
B-25903,10 December 2018,Amlan,Madhya Pradesh,Indore,60,-10,2,Furniture,Furnishings,COD
B-25717,12 July 2018,Manshul,Uttar Pradesh,Lucknow,55,-33,2,Furniture,Chairs,COD
B-25824,20 October 2018,Shyam,Madhya Pradesh,Indore,101,38,2,Furniture,Furnishings,COD
B-25999,05 February 2018,Diwakar,Delhi,Delhi,51,-49,2,Electronics,Electronic Games,COD
B-26056,10 March 2018,Sonal,Bihar,Patna,220,40,2,Electronics,Accessories,COD
B-25945,11 January 2018,Mhatre,Madhya Pradesh,Indore,245,10,2,Furniture,Bookcases,COD
B-25956,17 January 2018,Shreya,Maharashtra,Mumbai,140,28,2,Electronics,Phones,COD
B-25851,06 November 2018,Kushal,Nagaland,Kohima,300,42,2,Electronics,Printers,COD
B-25705,30 June 2018,Shweta,Madhya Pradesh,Indore,46,0,2,Electronics,Electronic Games,COD
B-26048,04 March 2018,Parth,Maharashtra,Pune,163,81,2,Electronics,Accessories,COD
B-25610,09 April 2018,Yogesh,Bihar,Patna,30,-5,2,Furniture,Furnishings,COD
B-25850,05 November 2018,Abhishek,Goa,Goa,513,215,2,Electronics,Accessories,COD
B-25996,04 February 2018,Prashant,Delhi,Delhi,217,72,2,Furniture,Furnishings,COD
B-26050,06 March 2018,Paridhi,Rajasthan,Jaipur,382,92,2,Electronics,Printers,COD
B-25826,22 October 2018,Tanushree,Maharashtra,Mumbai,637,261,2,Electronics,Printers,COD
B-25974,25 January 2018,Manisha,Rajasthan,Udaipur,662,240,2,Furniture,Bookcases,COD
B-25751,14 August 2018,Nishant,Maharashtra,Mumbai,68,-56,2,Electronics,Phones,COD
B-25738,02 August 2018,Ayush,Punjab,Chandigarh,148,-91,2,Electronics,Phones,COD
B-25669,25 May 2018,Piyali,Sikkim,Gangtok,610,-66,2,Furniture,Tables,COD
B-25630,24 April 2018,Sahil,Punjab,Chandigarh,143,-129,2,Electronics,Phones,COD
B-25681,04 June 2018,Bhawna,Madhya Pradesh,Indore,1096,658,7,Electronics,Electronic Games,COD
B-25993,03 February 2018,Madhav,Delhi,Delhi,610,208,3,Electronics,Printers,COD
B-25993,03 February 2018,Madhav,Delhi,Delhi,414,199,3,Electronics,Phones,COD
B-25602,01 April 2018,Vrinda,Maharashtra,Pune,424,-272,5,Electronics,Phones,COD
B-25851,06 November 2018,Kushal,Nagaland,Kohima,336,71,3,Furniture,Bookcases,COD
B-25756,20 August 2018,Mohan,Maharashtra,Mumbai,204,276,3,Furniture,Bookcases,COD
B-25761,25 August 2018,Madhav,Uttar Pradesh,Mathura,418,70,7,Electronics,Phones,COD
B-25655,11 May 2018,Nida,Madhya Pradesh,Indore,312,-312,7,Furniture,Chairs,COD
B-25845,03 November 2018,Snel,Kerala,Thiruvananthapuram,274,-7,4,Electronics,Phones,COD
B-25797,30 September 2018,Sauptik,Madhya Pradesh,Indore,413,-314,9,Furniture,Chairs,COD
B-26097,28 March 2018,Vini,Karnataka,Bangalore,671,-309,5,Electronics,Electronic Games,COD
B-26097,28 March 2018,Vini,Karnataka,Bangalore,185,-26,6,Furniture,Chairs,COD
B-25779,12 September 2018,Savi,Maharashtra,Pune,1361,980,3,Furniture,Tables,COD
B-25608,08 April 2018,Aarushi,Tamil Nadu,Chennai,476,0,3,Furniture,Chairs,COD
B-25752,14 August 2018,Vaibhav,Madhya Pradesh,Indore,761,266,9,Electronics,Electronic Games,COD
B-25752,14 August 2018,Vaibhav,Madhya Pradesh,Indore,735,-235,6,Electronics,Printers,COD
B-25653,08 May 2018,Farah,Nagaland,Kohima,427,-50,7,Electronics,Phones,COD
B-25653,08 May 2018,Farah,Nagaland,Kohima,195,-117,5,Electronics,Phones,COD
B-25964,20 January 2018,Oshin,Maharashtra,Pune,346,108,3,Furniture,Chairs,COD
B-25676,01 June 2018,Chandni,Rajasthan,Jaipur,342,-103,4,Electronics,Electronic Games,COD
B-25953,14 January 2018,Krutika,Andhra Pradesh,Hyderabad,744,119,6,Electronics,Printers,COD
B-25730,22 July 2018,Rishabh,Rajasthan,Jaipur,473,42,4,Furniture,Chairs,COD
B-26061,14 March 2018,Anurag,Madhya Pradesh,Indore,965,-68,3,Electronics,Printers,COD
B-25666,22 May 2018,Tanvi,Punjab,Chandigarh,934,-916,7,Electronics,Electronic Games,COD
B-25850,05 November 2018,Abhishek,Goa,Goa,916,192,11,Electronics,Phones,COD
B-25852,07 November 2018,Soumyabrata,Andhra Pradesh,Hyderabad,869,67,4,Furniture,Tables,COD
B-25952,13 January 2018,Priyanka,Madhya Pradesh,Indore,173,69,3,Furniture,Chairs,COD
B-25651,07 May 2018,Anurag,Madhya Pradesh,Indore,823,-18,7,Furniture,Chairs,COD
B-25650,06 May 2018,Chirag,Maharashtra,Mumbai,351,-47,8,Electronics,Phones,COD
B-25986,31 January 2018,Shweta,Rajasthan,Udaipur,749,-307,7,Furniture,Furnishings,COD
B-26052,08 March 2018,Ajay,Karnataka,Bangalore,774,170,3,Electronics,Accessories,COD
B-26033,22 February 2018,Atharv,West Bengal,Kolkata,774,170,3,Electronics,Accessories,COD
B-25945,11 January 2018,Mhatre,Madhya Pradesh,Indore,765,-36,3,Electronics,Electronic Games,COD
B-26086,26 March 2018,Mukesh,Haryana,Chandigarh,762,101,6,Electronics,Printers,COD
B-25981,28 January 2018,Amruta,Delhi,Delhi,867,251,5,Electronics,Phones,COD
B-25903,10 December 2018,Amlan,Madhya Pradesh,Indore,455,77,8,Electronics,Accessories,COD
B-25970,22 January 2018,Rhea,Maharashtra,Mumbai,365,107,3,Electronics,Phones,COD
B-25878,24 November 2018,Mrinal,Maharashtra,Mumbai,741,267,5,Furniture,Bookcases,COD
B-25878,24 November 2018,Mrinal,Maharashtra,Mumbai,719,303,6,Furniture,Chairs,COD
B-25803,05 October 2018,Shivanshu,Madhya Pradesh,Indore,269,91,1,Electronics,Electronic Games,COD
B-25708,01 July 2018,Kishwar,Madhya Pradesh,Indore,709,-100,5,Electronics,Phones,COD
B-25959,18 January 2018,Muskan,Madhya Pradesh,Indore,681,259,4,Furniture,Chairs,COD
B-25888,02 December 2018,Rohan,Punjab,Amritsar,646,-213,3,Electronics,Electronic Games,COD
B-25796,24 September 2018,Sukrith,Maharashtra,Mumbai,239,-162,5,Furniture,Chairs,COD
B-25930,03 January 2018,Monica,Punjab,Chandigarh,595,119,4,Furniture,Bookcases,COD
B-26081,22 March 2018,Aarushi,Tamil Nadu,Chennai,169,0,3,Electronics,Accessories,COD
B-26081,22 March 2018,Aarushi,Tamil Nadu,Chennai,359,-338,5,Furniture,Bookcases,COD
